	word	emotion	association
4460	noncomplex	fear	1
4461	turgid	fear	1
4462	stick your neck out	fear	1
4463	skeptic	fear	1
4464	Buck	fear	1
4465	gyratory	fear	1
4466	spot	fear	1
4467	business	fear	1
4468	indubitable	fear	1
4469	protest too much	fear	1
4470	Judaeophobia	fear	1
4471	never fear	fear	1
4472	prime	fear	1
4473	scare tactic	fear	1
4474	niacinamide	fear	1
4475	peril	fear	1
4476	escape clause	fear	1
4477	contraindicate	fear	1
4478	panic button	fear	1
4479	aheap	fear	1
4480	incomplex	fear	1
4481	syndrome	fear	1
4482	eerie	fear	1
4483	she's (or she'll be) right	fear	1
4484	object	fear	1
4485	restricted	fear	1
4486	bug	fear	1
4487	emetophobia	fear	1
4488	growth	fear	1
4489	line	fear	1
4490	prey on sb's mind	fear	1
4491	CBOs	fear	1
4492	gamble on sth	fear	1
4493	rate up	fear	1
4494	fiddle	fear	1
4495	plumboniobite	fear	1
4496	dice	fear	1
4497	arguable	fear	1
4498	Haemodoraceae	fear	1
4499	investment actuary	fear	1
4500	capital	fear	1
4501	syndication	fear	1
4502	the heebie-jeebies	fear	1
4503	get sth over with	fear	1
4504	purchase	fear	1
4505	sea risk	fear	1
4506	carapace	fear	1
4507	superagency	fear	1
4508	lifeguard	fear	1
4509	advanced	fear	1
4510	Bush, George W.	fear	1
4511	holophrasis	fear	1
4512	hydrophobia	fear	1
4513	heebie-jeebies	fear	1
4514	pray	fear	1
4515	importune	fear	1
4516	disinclination	fear	1
4517	jota	fear	1
4518	take something as it comes	fear	1
4519	far	fear	1
4520	Highland fling	fear	1
4521	at	fear	1
4522	lechery	fear	1
4523	at ease	fear	1
4524	megalopolis	fear	1
4525	polymolybdate	fear	1
4526	quickstep	fear	1
4527	currency exposure	fear	1
4528	lash out	fear	1
4529	temporary	fear	1
4530	homophobia	fear	1
4531	hard/tough as nails	fear	1
4532	civilization	fear	1
4533	ganglioside	fear	1
4534	infallibility	fear	1
4535	bootstrap	fear	1
4536	dementia	fear	1
4537	shake (or tremble) like a leaf	fear	1
4538	fire-risk	fear	1
4539	uncomplexed	fear	1
4540	adventurous	fear	1
4541	jigsaw puzzle	fear	1
4542	controlled experiment	fear	1
4543	entrepreneurial	fear	1
4544	whirlpool	fear	1
4545	stability	fear	1
4546	uncanny	fear	1
4547	onerous	fear	1
4548	homocysteine	fear	1
4549	stand	fear	1
4550	a matter of some concern	fear	1
4551	reinsure	fear	1
4552	creepy-crawly	fear	1
4553	grisly	fear	1
4554	white	fear	1
4555	unabashed	fear	1
4556	wen–yen	fear	1
4557	pressure point	fear	1
4558	tremulation	fear	1
4559	competence	fear	1
4560	brave new	fear	1
4561	rhodammonium	fear	1
4562	zealotry	fear	1
4563	shopping center	fear	1
4564	catacomb	fear	1
4565	trembler	fear	1
4566	punt	fear	1
4567	junk bond	fear	1
4568	clear and present danger	fear	1
4569	investment-grade market	fear	1
4570	sow	fear	1
4571	ferricyanide	fear	1
4572	fro	fear	1
4573	clot	fear	1
4574	hemicellulose	fear	1
4575	curdle	fear	1
4576	halt	fear	1
4577	creepy	fear	1
4578	psychrophobia	fear	1
4579	bullbeggar	fear	1
4580	infuriate	fear	1
4581	gray	fear	1
4582	razzle-dazzle	fear	1
4583	frit	fear	1
4584	stratum	fear	1
4585	killer instinct	fear	1
4586	monophobia	fear	1
4587	melanocerite	fear	1
4588	aerophobe	fear	1
4589	alternative denial	fear	1
4590	bet the farm	fear	1
4591	misguided	fear	1
4592	nicotinamide	fear	1
4593	redoubtable	fear	1
4594	audacity	fear	1
4595	workaround	fear	1
4596	gymnastics	fear	1
4597	indubitably	fear	1
4598	love-knot	fear	1
4599	hordein	fear	1
4600	burnt-out	fear	1
4601	unfaltering	fear	1
4602	ascot	fear	1
4603	ailing	fear	1
4604	flank	fear	1
4605	timerity	fear	1
4606	goose pimple	fear	1
4607	courage	fear	1
4608	grahamite	fear	1
4609	namely	fear	1
4610	mainframe	fear	1
4611	stake	fear	1
4612	administration order	fear	1
4613	olivin	fear	1
4614	nothing daunted	fear	1
4615	complex integration	fear	1
4616	loading	fear	1
4617	awe-struck	fear	1
4618	blithesome	fear	1
4619	MHC	fear	1
4620	put your head/neck on the block	fear	1
4621	loom large	fear	1
4622	undisputable	fear	1
4623	incredibly	fear	1
4624	jeopardous	fear	1
4625	broker	fear	1
4626	in question	fear	1
4627	feral	fear	1
4628	v	fear	1
4629	experience rating	fear	1
4630	justify	fear	1
4631	negativism	fear	1
4632	penetration twin	fear	1
4633	squint	fear	1
4634	lose sleep over/about sth	fear	1
4635	cobaltinitrite	fear	1
4636	call into doubt	fear	1
4637	danger zone	fear	1
4638	uncertainty	fear	1
4639	paradise	fear	1
4640	verdigris	fear	1
4641	certainty	fear	1
4642	hazardous	fear	1
4643	lichen	fear	1
4644	synonym	fear	1
4645	Goldilocks economy	fear	1
4646	minimax	fear	1
4647	weak-kneed	fear	1
4648	unit	fear	1
4649	credit default swap	fear	1
4650	at one's own peril	fear	1
4651	chemolithoautotrophy	fear	1
4652	hang back	fear	1
4653	daycare	fear	1
4654	lens	fear	1
4655	cellulin	fear	1
4656	parent	fear	1
4657	routing evil	fear	1
4658	lay someone open to	fear	1
4659	put on	fear	1
4660	haggard	fear	1
4661	intrepid	fear	1
4662	labyrinthine tooth	fear	1
4663	hang–up	fear	1
4664	Pyrrhonism	fear	1
4665	bop	fear	1
4666	hung up	fear	1
4667	cat's cradle	fear	1
4668	gridlock	fear	1
4669	Fear, Cape	fear	1
4670	motorphobia	fear	1
4671	phyllin	fear	1
4672	fluoxetine	fear	1
4673	stake sth on sth	fear	1
4674	bork	fear	1
4675	nothing to worry about	fear	1
4676	worry at	fear	1
4677	intension	fear	1
4678	safety engineering	fear	1
4679	sports palace	fear	1
4680	planet–stricken	fear	1
4681	convoluted	fear	1
4682	gay panic	fear	1
4683	Samara	fear	1
4684	nag	fear	1
4685	heart-stopping	fear	1
4686	may	fear	1
4687	tremulous	fear	1
4688	sensibility	fear	1
4689	subatom	fear	1
4690	unsurety	fear	1
4691	casework	fear	1
4692	thrill seeker	fear	1
4693	ergative	fear	1
4694	no cause for alarm	fear	1
4695	unquestionably	fear	1
4696	dullsville	fear	1
4697	venturous	fear	1
4698	sweated	fear	1
4699	degrade	fear	1
4700	nothing ventured, nothing gained	fear	1
4701	push one's luck	fear	1
4702	chalet	fear	1
4703	basic fuchsin	fear	1
4704	subdivision	fear	1
4705	overcompensate	fear	1
4706	benefit of the doubt	fear	1
4707	syndicated	fear	1
4708	happy-go-lucky	fear	1
4709	inscrutable	fear	1
4710	doot	fear	1
4711	impervious	fear	1
4712	muromontite	fear	1
4713	algebra	fear	1
4714	plexus	fear	1
4715	tailspin	fear	1
4716	social	fear	1
4717	depth	fear	1
4718	CRT	fear	1
4719	low-rated	fear	1
4720	target	fear	1
4721	soil colloid	fear	1
4722	gage	fear	1
4723	environment	fear	1
4724	rigorism	fear	1
4725	credit analysis	fear	1
4726	somatopleure	fear	1
4727	aspirin	fear	1
4728	representation	fear	1
4729	chicken out	fear	1
4730	don't worry your pretty little head	fear	1
4731	stressor	fear	1
4732	frighten the life out of someone/frighten someone to death	fear	1
4733	acquiescence	fear	1
4734	aphorism	fear	1
4735	head	fear	1
4736	security	fear	1
4737	mormo	fear	1
4738	self-assurance	fear	1
4739	phob-	fear	1
4740	melt	fear	1
4741	framework	fear	1
4742	hazard	fear	1
4743	insecurity	fear	1
4744	necrosis	fear	1
4745	legalese	fear	1
4746	tempt fate	fear	1
4747	oversimple	fear	1
4748	she's apples	fear	1
4749	polyester	fear	1
4750	hancockite	fear	1
4751	attainable	fear	1
4752	Forbidden City	fear	1
4753	confusion	fear	1
4754	prohaptor	fear	1
4755	nucleoprotein	fear	1
4756	open	fear	1
4757	expense	fear	1
4758	casino capitalism	fear	1
4759	open-and-shut	fear	1
4760	hang over sth	fear	1
4761	polycrase	fear	1
4762	coerulignone	fear	1
4763	panic reaction	fear	1
4764	elaboration	fear	1
4765	genic balance	fear	1
4766	neck	fear	1
4767	rook	fear	1
4768	tortuous	fear	1
4769	problematical	fear	1
4770	land	fear	1
4771	conception	fear	1
4772	Fayetteville	fear	1
4773	a bird in the hand is worth two in the bush	fear	1
4774	let someone stew (in their own juice)	fear	1
4775	involute	fear	1
4776	queer	fear	1
4777	LDL cholesterol	fear	1
4778	particle	fear	1
4779	squarely	fear	1
4780	gally	fear	1
4781	quagmire	fear	1
4782	ahem	fear	1
4783	entrepreneur	fear	1
4784	Kingsport	fear	1
4785	imaginary part	fear	1
4786	give someone the shudders	fear	1
4787	complement	fear	1
4788	safe room	fear	1
4789	moral-panic	fear	1
4790	panic attack	fear	1
4791	give someone the fright of their life	fear	1
4792	bug out	fear	1
4793	johnstrupite	fear	1
4794	magnetism	fear	1
4795	diphthong	fear	1
4796	jelly	fear	1
4797	long shot	fear	1
4798	quiver	fear	1
4799	erythrophobia	fear	1
4800	furrow	fear	1
4801	shoe	fear	1
4802	acridness	fear	1
4803	any	fear	1
4804	spread	fear	1
4805	extirpate	fear	1
4806	irresolution	fear	1
4807	tumor suppressor gene	fear	1
4808	looming	fear	1
4809	anarchy	fear	1
4810	sweats	fear	1
4811	insure	fear	1
4812	basement	fear	1
4813	thump	fear	1
4814	spinor	fear	1
4815	supine	fear	1
4816	gang-mill	fear	1
4817	organism	fear	1
4818	juba	fear	1
4819	nicotidine	fear	1
4820	fike	fear	1
4821	pentosan	fear	1
4822	lay off	fear	1
4823	wherret	fear	1
4824	IF	fear	1
4825	castigate	fear	1
4826	floor broker	fear	1
4827	genogram	fear	1
4828	heterometatrophic	fear	1
4829	trek	fear	1
4830	spine-chilling	fear	1
4831	strait	fear	1
4832	self-conscious	fear	1
4833	vexatious	fear	1
4834	mitomycin	fear	1
4835	Argand diagram	fear	1
4836	be laughing	fear	1
4837	preliminary	fear	1
4838	stick to	fear	1
4839	halter	fear	1
4840	question mark	fear	1
4841	do sth for a bet	fear	1
4842	regulatory risk	fear	1
4843	hypnophobia	fear	1
4844	agglutinophore	fear	1
4845	conclusive	fear	1
4846	synaptonemal complex	fear	1
4847	hyphen	fear	1
4848	faint-heart	fear	1
4849	macroprudential	fear	1
4850	toughie	fear	1
4851	wind down	fear	1
4852	seat belt	fear	1
4853	dependable	fear	1
4854	power plant	fear	1
4855	hesitation	fear	1
4856	demonomania	fear	1
4857	to the marrow	fear	1
4858	mysophobia	fear	1
4859	foreign currency risk	fear	1
4860	heedless	fear	1
4861	acarophobia	fear	1
4862	weighty	fear	1
4863	corrode	fear	1
4864	pile	fear	1
4865	risk pooling	fear	1
4866	cell block	fear	1
4867	stricken	fear	1
4868	terpolymer	fear	1
4869	reesle	fear	1
4870	chancer	fear	1
4871	fire safety	fear	1
4872	periodic sentence	fear	1
4873	differentiation	fear	1
4874	Funplex	fear	1
4875	stuntwoman	fear	1
4876	biosynthesis	fear	1
4877	take fright	fear	1
4878	incredulity	fear	1
4879	cross–link	fear	1
4880	Electra complex	fear	1
4881	hesperetin	fear	1
4882	affrightment	fear	1
4883	sans doute	fear	1
4884	decision	fear	1
4885	get in a sweat	fear	1
4886	silly	fear	1
4887	err on the side of caution	fear	1
4888	footwork	fear	1
4889	seminarophobia	fear	1
4890	likely	fear	1
4891	beyond	fear	1
4892	aromatase	fear	1
4893	lightsome	fear	1
4894	thrill-seeking	fear	1
4895	potassium tetroxalate	fear	1
4896	lotus-eater	fear	1
4897	suberin	fear	1
4898	rumpelstiltskin	fear	1
4899	Taylor	fear	1
4900	sully	fear	1
4901	would	fear	1
4902	risk-neutral	fear	1
4903	partner	fear	1
4904	play it safe	fear	1
4905	ratings agency	fear	1
4906	Oedipus complex	fear	1
4907	Meadowlands, the	fear	1
4908	Waterlow score	fear	1
4909	synthesize	fear	1
4910	formidolose	fear	1
4911	battle/war of nerves	fear	1
4912	precarious	fear	1
4913	terrorism	fear	1
4914	gorgonin	fear	1
4915	on the line	fear	1
4916	confuse	fear	1
4917	compresent	fear	1
4918	biotin	fear	1
4919	a question mark over	fear	1
4920	thermifugine	fear	1
4921	doubtance	fear	1
4922	just	fear	1
4923	fey	fear	1
4924	Reinecke salt	fear	1
4925	bruiser	fear	1
4926	excepted peril	fear	1
4927	complicately	fear	1
4928	lackluster	fear	1
4929	humus	fear	1
4930	horror show	fear	1
4931	have nothing to hide	fear	1
4932	spectrochemical analysis	fear	1
4933	introgression	fear	1
4934	Kulturkreis	fear	1
4935	xenophobic	fear	1
4936	besiege	fear	1
4937	Hypermastigina	fear	1
4938	inflation risk	fear	1
4939	on the safe side	fear	1
4940	frank	fear	1
4941	shake like a leaf	fear	1
4942	thionine	fear	1
4943	frighten sb/sth away/off	fear	1
4944	demur	fear	1
4945	gangrene	fear	1
4946	insinuating	fear	1
4947	ask	fear	1
4948	agrise	fear	1
4949	hair-raising	fear	1
4950	crouch	fear	1
4951	aquaphobia	fear	1
4952	silent letter	fear	1
4953	Minnesota Multiphasic Personality Inventory	fear	1
4954	ochlophobia	fear	1
4955	(there's) no two ways about it.	fear	1
4956	cosmos	fear	1
4957	build	fear	1
4958	in good company	fear	1
4959	male pill	fear	1
4960	divinity	fear	1
4961	hypertension	fear	1
4962	prize	fear	1
4963	risk-free	fear	1
4964	moratory	fear	1
4965	gorgon	fear	1
4966	scruple	fear	1
4967	confirm	fear	1
4968	roof	fear	1
4969	low-risk	fear	1
4970	Standard and Poor's	fear	1
4971	simplify	fear	1
4972	doornail	fear	1
4973	capitol	fear	1
4974	trundle	fear	1
4975	calculated risk	fear	1
4976	asbestosis	fear	1
4977	buccaneering	fear	1
4978	Rockefeller Center	fear	1
4979	acetonate	fear	1
4980	network	fear	1
4981	Jewish calendar	fear	1
4982	forerunner	fear	1
4983	eerisome	fear	1
4984	phonolite	fear	1
4985	defensive driver	fear	1
4986	panic–stricken	fear	1
4987	fraise	fear	1
4988	main	fear	1
4989	parasexuality	fear	1
4990	objection	fear	1
4991	difficulty	fear	1
4992	composite	fear	1
4993	complexedness	fear	1
4994	apodictic	fear	1
4995	head-shy	fear	1
4996	rack	fear	1
4997	incontrovertible	fear	1
4998	clonazepam	fear	1
4999	Byzantine	fear	1
5000	self-system	fear	1
5001	unbalanced	fear	1
5002	certitude	fear	1
5003	murexoin	fear	1
5004	risco	fear	1
5005	NRAD	fear	1
5006	frighten away/off	fear	1
5007	tsunami	fear	1
5008	take it one day at a time/take each day as it comes	fear	1
5009	suspend	fear	1
5010	yeah, right/sure	fear	1
5011	thiamine	fear	1
5012	nucleic acid	fear	1
5013	monkeytail	fear	1
5014	like a deer (or rabbit) in the headlights	fear	1
5015	unwind	fear	1
5016	heartquake	fear	1
5017	feeze	fear	1
5018	suppose	fear	1
5019	Gaussian integer	fear	1
5020	air raid warden	fear	1
5021	ballast	fear	1
5022	tamoxifen	fear	1
5023	divisive	fear	1
5024	propylthiouracil	fear	1
5025	primitive	fear	1
5026	termagant	fear	1
5027	choleric	fear	1
5028	simplification	fear	1
5029	carrier's risk	fear	1
5030	problem-solve	fear	1
5031	clogged	fear	1
5032	prairie dog	fear	1
5033	devise	fear	1
5034	undaring	fear	1
5035	for the avoidance of doubt	fear	1
5036	sceptical	fear	1
5037	fully subscribed	fear	1
5038	worryingly	fear	1
5039	mac	fear	1
5040	flavin	fear	1
5041	bronze cross	fear	1
5042	push/hit/press the panic button	fear	1
5043	loan syndicate	fear	1
5044	ant	fear	1
5045	cane	fear	1
5046	risk-adverse	fear	1
5047	account	fear	1
5048	demonstration	fear	1
5049	sure bet	fear	1
5050	proteid	fear	1
5051	sweat the small stuff	fear	1
5052	immunoprecipitation	fear	1
5053	preventive law	fear	1
5054	launch out	fear	1
5055	dangerous	fear	1
5056	truth-function	fear	1
5057	constitution	fear	1
5058	escapade	fear	1
5059	balance	fear	1
5060	linear	fear	1
5061	inundation	fear	1
5062	scaredy–cat	fear	1
5063	alarm point	fear	1
5064	plaza	fear	1
5065	enhanced recovery	fear	1
5066	factorize	fear	1
5067	paraskevidekatriaphobe	fear	1
5068	coenenchyme	fear	1
5069	cholesterol	fear	1
5070	ORW	fear	1
5071	p53	fear	1
5072	inarguable	fear	1
5073	market	fear	1
5074	self–doubting	fear	1
5075	spotter	fear	1
5076	clathrate	fear	1
5077	tannin	fear	1
5078	count	fear	1
5079	corn grass	fear	1
5080	joint venture	fear	1
5081	weight off your mind	fear	1
5082	shit oneself	fear	1
5083	firmly	fear	1
5084	on thin ice	fear	1
5085	anxious bench	fear	1
5086	firetrap	fear	1
5087	bioburden	fear	1
5088	resolve	fear	1
5089	assuredly	fear	1
5090	facultative reinsurance	fear	1
5091	jeopardize	fear	1
5092	(as) bold as brass	fear	1
5093	pool	fear	1
5094	reaffirm	fear	1
5095	arthrostome	fear	1
5096	emphatically	fear	1
5097	give someone the creeps	fear	1
5098	nifedipine	fear	1
5099	high-yield	fear	1
5100	feisty	fear	1
5101	politics	fear	1
5102	histocompatibility	fear	1
5103	suicide watch	fear	1
5104	fear not	fear	1
5105	terror-stricken	fear	1
5106	astrophobia	fear	1
5107	draw	fear	1
5108	papaphobia	fear	1
5109	debatable	fear	1
5110	flavaniline	fear	1
5111	bank run	fear	1
5112	specter	fear	1
5113	cuprammonium	fear	1
5114	deter	fear	1
5115	tokophobia	fear	1
5116	rumba	fear	1
5117	big data	fear	1
5118	sporting	fear	1
5119	peradventure	fear	1
5120	immigration	fear	1
5121	self-insurance	fear	1
5122	chlorella	fear	1
5123	deadlock	fear	1
5124	macromodelling	fear	1
5125	shake someone’s belief/confidence/faith	fear	1
5126	argufy	fear	1
5127	agonized	fear	1
5128	amputate	fear	1
5129	familial hypercholesterolemia	fear	1
5130	specific risk	fear	1
5131	lecithin	fear	1
5132	investor	fear	1
5133	be in doubt	fear	1
5134	Strand	fear	1
5135	amelioration	fear	1
5136	uninhibited	fear	1
5137	pyrrhonize	fear	1
5138	partial tone	fear	1
5139	contribution	fear	1
5140	Goldbergian	fear	1
5141	split hairs	fear	1
5142	orchestrate	fear	1
5143	verily	fear	1
5144	machinery	fear	1
5145	multivitamin	fear	1
5146	dissociate	fear	1
5147	heterotrophic	fear	1
5148	LLC	fear	1
5149	harry	fear	1
5150	convolute	fear	1
5151	saccharose	fear	1
5152	exchange risk	fear	1
5153	disease management	fear	1
5154	cobalticyanic acid	fear	1
5155	branch	fear	1
5156	chickenshit	fear	1
5157	give	fear	1
5158	windslab	fear	1
5159	venture capital	fear	1
5160	brinkmanship	fear	1
5161	set	fear	1
5162	inoperable	fear	1
5163	jungle	fear	1
5164	hammer	fear	1
5165	atheroma	fear	1
5166	rooted/glued/frozen to the spot	fear	1
5167	Stalinism	fear	1
5168	apatite	fear	1
5169	worries	fear	1
5170	equity	fear	1
5171	finite	fear	1
5172	carboxyl	fear	1
5173	don’t sweat it	fear	1
5174	venturesome	fear	1
5175	ethylin	fear	1
5176	escalade	fear	1
5177	andabatism	fear	1
5178	reineckate	fear	1
5179	effete	fear	1
5180	attrite	fear	1
5181	temerity	fear	1
5182	dive	fear	1
5183	lambaste	fear	1
5184	terrorful	fear	1
5185	squint-eyed	fear	1
5186	absotively	fear	1
5187	lisp	fear	1
5188	Putt–Putt	fear	1
5189	complicate	fear	1
5190	absolutely	fear	1
5191	spellbind	fear	1
5192	periculum	fear	1
5193	coordination number	fear	1
5194	mental reservation	fear	1
5195	put/lay sth on the line	fear	1
5196	scared stiff	fear	1
5197	brewer's yeast	fear	1
5198	affix	fear	1
5199	flood insurance	fear	1
5200	opportunity cost	fear	1
5201	pure imaginary	fear	1
5202	complexify	fear	1
5203	raven	fear	1
5204	knotted	fear	1
5205	rasher	fear	1
5206	see the light	fear	1
5207	profess	fear	1
5208	I doubt it	fear	1
5209	joinder	fear	1
5210	unclear	fear	1
5211	double negative	fear	1
5212	pansy	fear	1
5213	aromatherapy	fear	1
5214	scepticism	fear	1
5215	terrifying	fear	1
5216	Eden Project	fear	1
5217	nature	fear	1
5218	Cape Fear	fear	1
5219	Portuguese man-of-war	fear	1
5220	broad form	fear	1
5221	ferrocyanide	fear	1
5222	quaere	fear	1
5223	hairy	fear	1
5224	organize	fear	1
5225	expanded	fear	1
5226	fungus	fear	1
5227	flex your muscles	fear	1
5228	uprise	fear	1
5229	big game	fear	1
5230	hector	fear	1
5231	warm	fear	1
5232	lay someone open	fear	1
5233	smoosh	sadness	1
5234	meditation	sadness	1
5235	tragedietta	sadness	1
5236	be in a bad way	sadness	1
5237	beat your breast	sadness	1
5238	furor	sadness	1
5239	tragicomedy	sadness	1
5240	overcome	sadness	1
5241	rattle someone’s cage	sadness	1
5242	get the hump	sadness	1
5243	sawyer	sadness	1
5244	elegy	sadness	1
5245	variety	sadness	1
5246	harsh	sadness	1
5247	unfair	sadness	1
5248	twist/turn the knife (in the wound)	sadness	1
5249	catty	sadness	1
5250	(if you’ll) pardon/excuse the expression	sadness	1
5251	bouleversement	sadness	1
5252	don't want to know	sadness	1
5253	understandably	sadness	1
5254	disgraceful	sadness	1
5255	cruelty	sadness	1
5256	forbidding	sadness	1
5257	inflect	sadness	1
5258	vague perception	sadness	1
5259	on the edge	sadness	1
5260	quickly	sadness	1
5261	mope	sadness	1
5262	plainly evident	sadness	1
5263	reason	sadness	1
5264	unapologetic	sadness	1
5265	oversensitive	sadness	1
5266	sad-assed	sadness	1
5267	crunch	sadness	1
5268	send sb to Coventry	sadness	1
5269	hurt	sadness	1
5270	cut up	sadness	1
5271	basket case	sadness	1
5272	lonely	sadness	1
5273	punctuation	sadness	1
5274	disarray	sadness	1
5275	demoralize	sadness	1
5276	pitch	sadness	1
5277	disruption	sadness	1
5278	hot and bothered	sadness	1
5279	dispensation	sadness	1
5280	oblate	sadness	1
5281	bland	sadness	1
5282	every cloud has a silver lining	sadness	1
5283	count your blessings	sadness	1
5284	look as if you have seen a ghost	sadness	1
5285	bummed out	sadness	1
5286	be in a funk	sadness	1
5287	wan	sadness	1
5288	condemn	sadness	1
5289	yowl	sadness	1
5290	Bernhardt	sadness	1
5291	avoided	sadness	1
5292	oral groove	sadness	1
5293	highly strung	sadness	1
5294	vapor	sadness	1
5295	isolation	sadness	1
5296	philosophical	sadness	1
5297	hamartia	sadness	1
5298	send shock waves through something	sadness	1
5299	take something hard	sadness	1
5300	morass	sadness	1
5301	tired	sadness	1
5302	Lent	sadness	1
5303	cyberbullying	sadness	1
5304	controlled	sadness	1
5305	care	sadness	1
5306	indifferent	sadness	1
5307	someone couldn’t care less	sadness	1
5308	ban	sadness	1
5309	family skeleton	sadness	1
5310	consider	sadness	1
5311	swale	sadness	1
5312	conflicted	sadness	1
5313	overthrow	sadness	1
5314	pule	sadness	1
5315	have the blues	sadness	1
5316	break someone’s heart	sadness	1
5317	Miss	sadness	1
5318	sigh	sadness	1
5319	shatter	sadness	1
5320	screw sb up	sadness	1
5321	thick skin	sadness	1
5322	point the finger at	sadness	1
5323	get under someone's skin	sadness	1
5324	pathos	sadness	1
5325	stir	sadness	1
5326	the doldrums	sadness	1
5327	indirection	sadness	1
5328	take something personally	sadness	1
5329	embarrassed	sadness	1
5330	adjustment disorder	sadness	1
5331	Héloïse	sadness	1
5332	the empty nest	sadness	1
5333	reopen old wounds	sadness	1
5334	very sad	sadness	1
5335	knock out	sadness	1
5336	one's face falls	sadness	1
5337	get back	sadness	1
5338	observe closely	sadness	1
5339	rock the boat	sadness	1
5340	ramp valley	sadness	1
5341	dish	sadness	1
5342	knife-edge	sadness	1
5343	conflict	sadness	1
5344	tear someone’s heart out/tear at someone’s heart	sadness	1
5345	snap out of	sadness	1
5346	serendipitous	sadness	1
5347	touchy	sadness	1
5348	anxious	sadness	1
5349	grip safety	sadness	1
5350	unamused	sadness	1
5351	shamble	sadness	1
5352	REM sleep	sadness	1
5353	graben	sadness	1
5354	have a short fuse/be on a short fuse	sadness	1
5355	seems	sadness	1
5356	apologize	sadness	1
5357	you could cut the air/atmosphere with a knife	sadness	1
5358	be cut up about	sadness	1
5359	tragical	sadness	1
5360	regrettable	sadness	1
5361	flap	sadness	1
5362	well–and–tree platter	sadness	1
5363	unconsolable	sadness	1
5364	elevate	sadness	1
5365	terminate	sadness	1
5366	camoys	sadness	1
5367	alienated	sadness	1
5368	sorehead	sadness	1
5369	water	sadness	1
5370	(it's) too bad that	sadness	1
5371	too bad	sadness	1
5372	origenist	sadness	1
5373	tragedical	sadness	1
5374	diˈsturbing	sadness	1
5375	tip someone over the edge/brink	sadness	1
5376	bad news	sadness	1
5377	brokenly	sadness	1
5378	starve to death	sadness	1
5379	elsewhere	sadness	1
5380	bipolar disorder	sadness	1
5381	sympathy	sadness	1
5382	repressed	sadness	1
5383	highly-strung	sadness	1
5384	hang your head	sadness	1
5385	out of nowhere	sadness	1
5386	aggrieved	sadness	1
5387	(I) beg your pardon	sadness	1
5388	tragedizing	sadness	1
5389	dome	sadness	1
5390	come to terms with sth	sadness	1
5391	dreadful	sadness	1
5392	disjaskit	sadness	1
5393	broken	sadness	1
5394	catastrophe	sadness	1
5395	pseudodementia	sadness	1
5396	put sb out	sadness	1
5397	street	sadness	1
5398	unhate	sadness	1
5399	blackly	sadness	1
5400	your normal/usual self	sadness	1
5401	conciliatory	sadness	1
5402	early death	sadness	1
5403	misery memoir	sadness	1
5404	the lovelorn	sadness	1
5405	lose	sadness	1
5406	drag sb down	sadness	1
5407	wreck	sadness	1
5408	unfortunately	sadness	1
5409	wring	sadness	1
5410	crestfallen	sadness	1
5411	bereave	sadness	1
5412	physical pain	sadness	1
5413	curl up and die	sadness	1
5414	go to hospital	sadness	1
5415	unhorse	sadness	1
5416	at a low ebb	sadness	1
5417	throw into disorder	sadness	1
5418	bear up	sadness	1
5419	afollowgy	sadness	1
5420	mortification	sadness	1
5421	engaged	sadness	1
5422	champlevé	sadness	1
5423	unfazed	sadness	1
5424	pass away	sadness	1
5425	aware	sadness	1
5426	rocky	sadness	1
5427	discomfit	sadness	1
5428	huffy	sadness	1
5429	make someone sick	sadness	1
5430	significantly	sadness	1
5431	misadventure	sadness	1
5432	tear apart	sadness	1
5433	whammy bar	sadness	1
5434	ruffle feathers	sadness	1
5435	rickets	sadness	1
5436	be angry	sadness	1
5437	bad/poor loser	sadness	1
5438	scared	sadness	1
5439	perceptive	sadness	1
5440	lamentation	sadness	1
5441	weigh sb down	sadness	1
5442	raise a ruckus	sadness	1
5443	though	sadness	1
5444	anodyne	sadness	1
5445	sob stuff	sadness	1
5446	cyclothymia	sadness	1
5447	sheepish	sadness	1
5448	Forficulidae	sadness	1
5449	mawkish	sadness	1
5450	emotional state	sadness	1
5451	sick at heart	sadness	1
5452	prostrate	sadness	1
5453	influenza	sadness	1
5454	ambivalence	sadness	1
5455	pardon (me)	sadness	1
5456	cauliflower	sadness	1
5457	harness	sadness	1
5458	moon around/about	sadness	1
5459	stir up a hornet’s nest	sadness	1
5460	be a sad/appalling/interesting etc commentary on something	sadness	1
5461	pang	sadness	1
5462	embitter	sadness	1
5463	flamenco	sadness	1
5464	it’ll (all) end in tears	sadness	1
5465	once upon a time	sadness	1
5466	eating disorder	sadness	1
5467	beat your breast/chest	sadness	1
5468	let	sadness	1
5469	head/mind games	sadness	1
5470	abject	sadness	1
5471	dicky	sadness	1
5472	unsure	sadness	1
5473	disturbance	sadness	1
5474	wigged–out	sadness	1
5475	syrma	sadness	1
5476	have a weak stomach	sadness	1
5477	goodbye	sadness	1
5478	pauper	sadness	1
5479	miss	sadness	1
5480	Abelard, Peter	sadness	1
5481	now now	sadness	1
5482	peace offering	sadness	1
5483	ringed	sadness	1
5484	dull	sadness	1
5485	mechanically	sadness	1
5486	perdition	sadness	1
5487	reduce sb to sth	sadness	1
5488	conniption	sadness	1
5489	Ahab	sadness	1
5490	horst	sadness	1
5491	look awful	sadness	1
5492	running	sadness	1
